orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10520,SANTG,7,1997-04-29 00:00:00.000,1997-05-27 00:00:00.000,1997-05-01 00:00:00.000,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10521,CACTU,8,1997-04-29 00:00:00.000,1997-05-27 00:00:00.000,1997-05-02 00:00:00.000,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10522,LEHMS,4,1997-04-30 00:00:00.000,1997-05-28 00:00:00.000,1997-05-06 00:00:00.000,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10523,SEVES,7,1997-05-01 00:00:00.000,1997-05-29 00:00:00.000,1997-05-30 00:00:00.000,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10524,BERGS,1,1997-05-01 00:00:00.000,1997-05-29 00:00:00.000,1997-05-07 00:00:00.000,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10525,BONAP,1,1997-05-02 00:00:00.000,1997-05-30 00:00:00.000,1997-05-23 00:00:00.000,2,11.06,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10526,WARTH,4,1997-05-05 00:00:00.000,1997-06-02 00:00:00.000,1997-05-15 00:00:00.000,2,58.59,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10527,QUICK,7,1997-05-05 00:00:00.000,1997-06-02 00:00:00.000,1997-05-07 00:00:00.000,1,41.90,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10528,GREAL,6,1997-05-06 00:00:00.000,1997-05-20 00:00:00.000,1997-05-09 00:00:00.000,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,MAISD,5,1997-05-07 00:00:00.000,1997-06-04 00:00:00.000,1997-05-09 00:00:00.000,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10530,PICCO,3,1997-05-08 00:00:00.000,1997-06-05 00:00:00.000,1997-05-12 00:00:00.000,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10531,OCEAN,7,1997-05-08 00:00:00.000,1997-06-05 00:00:00.000,1997-05-19 00:00:00.000,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10532,EASTC,7,1997-05-09 00:00:00.000,1997-06-06 00:00:00.000,1997-05-12 00:00:00.000,3,74.46,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10533,FOLKO,8,1997-05-12 00:00:00.000,1997-06-09 00:00:00.000,1997-05-22 00:00:00.000,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10534,LEHMS,8,1997-05-12 00:00:00.000,1997-06-09 00:00:00.000,1997-05-14 00:00:00.000,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10535,ANTON,4,1997-05-13 00:00:00.000,1997-06-10 00:00:00.000,1997-05-21 00:00:00.000,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,NULL,05023,Mexico
10536,LEHMS,3,1997-05-14 00:00:00.000,1997-06-11 00:00:00.000,1997-06-06 00:00:00.000,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10537,RICSU,1,1997-05-14 00:00:00.000,1997-05-28 00:00:00.000,1997-05-19 00:00:00.000,1,78.85,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10538,BSBEV,9,1997-05-15 00:00:00.000,1997-06-12 00:00:00.000,1997-05-16 00:00:00.000,3,4.87,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10539,BSBEV,6,1997-05-16 00:00:00.000,1997-06-13 00:00:00.000,1997-05-23 00:00:00.000,3,12.36,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10540,QUICK,3,1997-05-19 00:00:00.000,1997-06-16 00:00:00.000,1997-06-13 00:00:00.000,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10541,HANAR,2,1997-05-19 00:00:00.000,1997-06-16 00:00:00.000,1997-05-29 00:00:00.000,1,68.65,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10542,KOENE,1,1997-05-20 00:00:00.000,1997-06-17 00:00:00.000,1997-05-26 00:00:00.000,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10543,LILAS,8,1997-05-21 00:00:00.000,1997-06-18 00:00:00.000,1997-05-23 00:00:00.000,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,LONEP,4,1997-05-21 00:00:00.000,1997-06-18 00:00:00.000,1997-05-30 00:00:00.000,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10545,LAZYK,8,1997-05-22 00:00:00.000,1997-06-19 00:00:00.000,1997-06-26 00:00:00.000,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10546,VICTE,1,1997-05-23 00:00:00.000,1997-06-20 00:00:00.000,1997-05-27 00:00:00.000,3,194.72,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10547,SEVES,3,1997-05-23 00:00:00.000,1997-06-20 00:00:00.000,1997-06-02 00:00:00.000,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10548,TOMSP,3,1997-05-26 00:00:00.000,1997-06-23 00:00:00.000,1997-06-02 00:00:00.000,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10549,QUICK,5,1997-05-27 00:00:00.000,1997-06-10 00:00:00.000,1997-05-30 00:00:00.000,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10550,GODOS,7,1997-05-28 00:00:00.000,1997-06-25 00:00:00.000,1997-06-06 00:00:00.000,3,4.32,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10551,FURIB,4,1997-05-28 00:00:00.000,1997-07-09 00:00:00.000,1997-06-06 00:00:00.000,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10552,HILAA,2,1997-05-29 00:00:00.000,1997-06-26 00:00:00.000,1997-06-05 00:00:00.000,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10553,WARTH,2,1997-05-30 00:00:00.000,1997-06-27 00:00:00.000,1997-06-03 00:00:00.000,2,149.49,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10554,OTTIK,4,1997-05-30 00:00:00.000,1997-06-27 00:00:00.000,1997-06-05 00:00:00.000,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10555,SAVEA,6,1997-06-02 00:00:00.000,1997-06-30 00:00:00.000,1997-06-04 00:00:00.000,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10556,SIMOB,2,1997-06-03 00:00:00.000,1997-07-15 00:00:00.000,1997-06-13 00:00:00.000,1,9.80,Simons bistro,Vinbæltet 34,Kobenhavn,NULL,1734,Denmark
10557,LEHMS,9,1997-06-03 00:00:00.000,1997-06-17 00:00:00.000,1997-06-06 00:00:00.000,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10558,AROUT,1,1997-06-04 00:00:00.000,1997-07-02 00:00:00.000,1997-06-10 00:00:00.000,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10559,BLONP,6,1997-06-05 00:00:00.000,1997-07-03 00:00:00.000,1997-06-13 00:00:00.000,1,8.05,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10560,FRANK,8,1997-06-06 00:00:00.000,1997-07-04 00:00:00.000,1997-06-09 00:00:00.000,1,36.65,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10561,FOLKO,2,1997-06-06 00:00:00.000,1997-07-04 00:00:00.000,1997-06-09 00:00:00.000,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10562,REGGC,1,1997-06-09 00:00:00.000,1997-07-07 00:00:00.000,1997-06-12 00:00:00.000,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10563,RICAR,2,1997-06-10 00:00:00.000,1997-07-22 00:00:00.000,1997-06-24 00:00:00.000,2,60.43,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10564,RATTC,4,1997-06-10 00:00:00.000,1997-07-08 00:00:00.000,1997-06-16 00:00:00.000,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10565,MEREP,8,1997-06-11 00:00:00.000,1997-07-09 00:00:00.000,1997-06-18 00:00:00.000,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10566,BLONP,9,1997-06-12 00:00:00.000,1997-07-10 00:00:00.000,1997-06-18 00:00:00.000,1,88.40,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10567,HUNGO,1,1997-06-12 00:00:00.000,1997-07-10 00:00:00.000,1997-06-17 00:00:00.000,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10568,GALED,3,1997-06-13 00:00:00.000,1997-07-11 00:00:00.000,1997-07-09 00:00:00.000,3,6.54,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,NULL,8022,Spain
10569,RATTC,5,1997-06-16 00:00:00.000,1997-07-14 00:00:00.000,1997-07-11 00:00:00.000,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10570,MEREP,3,1997-06-17 00:00:00.000,1997-07-15 00:00:00.000,1997-06-19 00:00:00.000,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10571,ERNSH,8,1997-06-17 00:00:00.000,1997-07-29 00:00:00.000,1997-07-04 00:00:00.000,3,26.06,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10572,BERGS,3,1997-06-18 00:00:00.000,1997-07-16 00:00:00.000,1997-06-25 00:00:00.000,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10573,ANTON,7,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-20 00:00:00.000,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,NULL,05023,Mexico
10574,TRAIH,4,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-30 00:00:00.000,2,37.60,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10575,MORGK,5,1997-06-20 00:00:00.000,1997-07-04 00:00:00.000,1997-06-30 00:00:00.000,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany
10576,TORTU,3,1997-06-23 00:00:00.000,1997-07-07 00:00:00.000,1997-06-30 00:00:00.000,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10577,TRAIH,9,1997-06-23 00:00:00.000,1997-08-04 00:00:00.000,1997-06-30 00:00:00.000,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10578,BSBEV,4,1997-06-24 00:00:00.000,1997-07-22 00:00:00.000,1997-07-25 00:00:00.000,3,29.60,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10579,LETSS,1,1997-06-25 00:00:00.000,1997-07-23 00:00:00.000,1997-07-04 00:00:00.000,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10580,OTTIK,4,1997-06-26 00:00:00.000,1997-07-24 00:00:00.000,1997-07-01 00:00:00.000,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10581,FAMIA,3,1997-06-26 00:00:00.000,1997-07-24 00:00:00.000,1997-07-02 00:00:00.000,1,3.01,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10582,BLAUS,3,1997-06-27 00:00:00.000,1997-07-25 00:00:00.000,1997-07-14 00:00:00.000,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10583,WARTH,2,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,2,7.28,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10584,BLONP,4,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,1,59.14,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10585,WELLI,7,1997-07-01 00:00:00.000,1997-07-29 00:00:00.000,1997-07-10 00:00:00.000,1,13.41,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10586,REGGC,9,1997-07-02 00:00:00.000,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10587,QUEDE,1,1997-07-02 00:00:00.000,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,1,62.52,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10588,QUICK,2,1997-07-03 00:00:00.000,1997-07-31 00:00:00.000,1997-07-10 00:00:00.000,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10589,GREAL,8,1997-07-04 00:00:00.000,1997-08-01 00:00:00.000,1997-07-14 00:00:00.000,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10590,MEREP,4,1997-07-07 00:00:00.000,1997-08-04 00:00:00.000,1997-07-14 00:00:00.000,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10591,VAFFE,1,1997-07-07 00:00:00.000,1997-07-21 00:00:00.000,1997-07-16 00:00:00.000,1,55.92,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10592,LEHMS,3,1997-07-08 00:00:00.000,1997-08-05 00:00:00.000,1997-07-16 00:00:00.000,1,32.10,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10593,LEHMS,7,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-08-13 00:00:00.000,2,174.20,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10594,OLDWO,3,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-07-16 00:00:00.000,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10595,ERNSH,2,1997-07-10 00:00:00.000,1997-08-07 00:00:00.000,1997-07-14 00:00:00.000,1,96.78,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10596,WHITC,8,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-08-12 00:00:00.000,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10597,PICCO,7,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-07-18 00:00:00.000,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10598,RATTC,1,1997-07-14 00:00:00.000,1997-08-11 00:00:00.000,1997-07-18 00:00:00.000,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10599,BSBEV,6,1997-07-15 00:00:00.000,1997-08-26 00:00:00.000,1997-07-21 00:00:00.000,3,29.98,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10600,HUNGC,4,1997-07-16 00:00:00.000,1997-08-13 00:00:00.000,1997-07-21 00:00:00.000,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10601,HILAA,7,1997-07-16 00:00:00.000,1997-08-27 00:00:00.000,1997-07-22 00:00:00.000,1,58.30,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10602,VAFFE,8,1997-07-17 00:00:00.000,1997-08-14 00:00:00.000,1997-07-22 00:00:00.000,2,2.92,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10603,SAVEA,8,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,1997-08-08 00:00:00.000,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10604,FURIB,1,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,1997-07-29 00:00:00.000,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10605,MEREP,1,1997-07-21 00:00:00.000,1997-08-18 00:00:00.000,1997-07-29 00:00:00.000,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10606,TRADH,4,1997-07-22 00:00:00.000,1997-08-19 00:00:00.000,1997-07-31 00:00:00.000,3,79.40,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10607,SAVEA,5,1997-07-22 00:00:00.000,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10608,TOMSP,4,1997-07-23 00:00:00.000,1997-08-20 00:00:00.000,1997-08-01 00:00:00.000,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10609,DUMON,7,1997-07-24 00:00:00.000,1997-08-21 00:00:00.000,1997-07-30 00:00:00.000,2,1.85,Du monde entier,67 rue des Cinquante Otages,Nantes,NULL,44000,France
10610,LAMAI,8,1997-07-25 00:00:00.000,1997-08-22 00:00:00.000,1997-08-06 00:00:00.000,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10611,WOLZA,6,1997-07-25 00:00:00.000,1997-08-22 00:00:00.000,1997-08-01 00:00:00.000,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,01-012,Poland
10612,SAVEA,1,1997-07-28 00:00:00.000,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,HILAA,4,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10614,BLAUS,8,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10615,WILMK,2,1997-07-30 00:00:00.000,1997-08-27 00:00:00.000,1997-08-06 00:00:00.000,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10616,GREAL,1,1997-07-31 00:00:00.000,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,GREAL,4,1997-07-31 00:00:00.000,1997-08-28 00:00:00.000,1997-08-04 00:00:00.000,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10618,MEREP,1,1997-08-01 00:00:00.000,1997-09-12 00:00:00.000,1997-08-08 00:00:00.000,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10619,MEREP,3,1997-08-04 00:00:00.000,1997-09-01 00:00:00.000,1997-08-07 00:00:00.000,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10620,LAUGB,2,1997-08-05 00:00:00.000,1997-09-02 00:00:00.000,1997-08-14 00:00:00.000,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10621,ISLAT,4,1997-08-05 00:00:00.000,1997-09-02 00:00:00.000,1997-08-11 00:00:00.000,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,4,1997-08-06 00:00:00.000,1997-09-03 00:00:00.000,1997-08-11 00:00:00.000,3,50.97,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10623,FRANK,8,1997-08-07 00:00:00.000,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,2,97.18,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10624,THECR,4,1997-08-07 00:00:00.000,1997-09-04 00:00:00.000,1997-08-19 00:00:00.000,2,94.80,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10625,ANATR,3,1997-08-08 00:00:00.000,1997-09-05 00:00:00.000,1997-08-14 00:00:00.000,1,43.90,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,NULL,05021,Mexico
10626,BERGS,1,1997-08-11 00:00:00.000,1997-09-08 00:00:00.000,1997-08-20 00:00:00.000,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10627,SAVEA,8,1997-08-11 00:00:00.000,1997-09-22 00:00:00.000,1997-08-21 00:00:00.000,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10628,BLONP,4,1997-08-12 00:00:00.000,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,3,30.36,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10629,GODOS,4,1997-08-12 00:00:00.000,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,3,85.46,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10630,KOENE,1,1997-08-13 00:00:00.000,1997-09-10 00:00:00.000,1997-08-19 00:00:00.000,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10631,LAMAI,8,1997-08-14 00:00:00.000,1997-09-11 00:00:00.000,1997-08-15 00:00:00.000,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10632,WANDK,8,1997-08-14 00:00:00.000,1997-09-11 00:00:00.000,1997-08-19 00:00:00.000,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10633,ERNSH,7,1997-08-15 00:00:00.000,1997-09-12 00:00:00.000,1997-08-18 00:00:00.000,3,477.90,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10634,FOLIG,4,1997-08-15 00:00:00.000,1997-09-12 00:00:00.000,1997-08-21 00:00:00.000,3,487.38,Folies gourmandes,184 chaussée de Tournai,Lille,NULL,59000,France
10635,MAGAA,8,1997-08-18 00:00:00.000,1997-09-15 00:00:00.000,1997-08-21 00:00:00.000,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10636,WARTH,4,1997-08-19 00:00:00.000,1997-09-16 00:00:00.000,1997-08-26 00:00:00.000,1,1.15,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10637,QUEEN,6,1997-08-19 00:00:00.000,1997-09-16 00:00:00.000,1997-08-26 00:00:00.000,1,201.29,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10638,LINOD,3,1997-08-20 00:00:00.000,1997-09-17 00:00:00.000,1997-09-01 00:00:00.000,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10639,SANTG,7,1997-08-20 00:00:00.000,1997-09-17 00:00:00.000,1997-08-27 00:00:00.000,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10640,WANDK,4,1997-08-21 00:00:00.000,1997-09-18 00:00:00.000,1997-08-28 00:00:00.000,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10641,HILAA,4,1997-08-22 00:00:00.000,1997-09-19 00:00:00.000,1997-08-26 00:00:00.000,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10642,SIMOB,7,1997-08-22 00:00:00.000,1997-09-19 00:00:00.000,1997-09-05 00:00:00.000,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,NULL,1734,Denmark
10643,ALFKI,6,1997-08-25 00:00:00.000,1997-09-22 00:00:00.000,1997-09-02 00:00:00.000,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
10644,WELLI,3,1997-08-25 00:00:00.000,1997-09-22 00:00:00.000,1997-09-01 00:00:00.000,2,0.14,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10645,HANAR,4,1997-08-26 00:00:00.000,1997-09-23 00:00:00.000,1997-09-02 00:00:00.000,1,12.41,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10646,HUNGO,9,1997-08-27 00:00:00.000,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10647,QUEDE,4,1997-08-27 00:00:00.000,1997-09-10 00:00:00.000,1997-09-03 00:00:00.000,2,45.54,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10648,RICAR,5,1997-08-28 00:00:00.000,1997-10-09 00:00:00.000,1997-09-09 00:00:00.000,2,14.25,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10649,MAISD,5,1997-08-28 00:00:00.000,1997-09-25 00:00:00.000,1997-08-29 00:00:00.000,3,6.20,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10650,FAMIA,5,1997-08-29 00:00:00.000,1997-09-26 00:00:00.000,1997-09-03 00:00:00.000,3,176.81,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10651,WANDK,8,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-11 00:00:00.000,2,20.60,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10652,GOURL,4,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-08 00:00:00.000,2,7.14,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10653,FRANK,1,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-19 00:00:00.000,1,93.25,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10654,BERGS,5,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10655,REGGC,1,1997-09-03 00:00:00.000,1997-10-01 00:00:00.000,1997-09-11 00:00:00.000,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10656,GREAL,6,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-10 00:00:00.000,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
